player_id,player_name,date_of_birth,position,team_id
534,Lisa Poole,1988-07-28,Opposite Hitter,54
535,Lindsey Martinez,1993-04-12,Opposite Hitter,54
536,William Orr,1998-11-12,Libero,54
537,Glen Harrison,2000-01-28,Opposite Hitter,54
538,Mr. Craig Johnston MD,1991-05-29,Outside Hitter,54
539,Amy Lee,1992-01-07,Outside Hitter,54
540,Andrew Warren,1995-03-27,Libero,54
541,Brittany West,1997-05-27,Libero,55
542,Jackie Berry,2000-11-04,Setter,55
543,Jonathan Garner,1996-08-20,Setter,55
544,Chris Lawson,2001-02-02,Opposite Hitter,55
545,Haley Garcia,1998-09-13,Libero,55
546,Thomas Kelley,1989-03-23,Outside Hitter,55
547,Kimberly Edwards,1992-08-21,Outside Hitter,55
548,Jessica Roberts,1999-06-16,Libero,55
549,Travis Terry,1987-11-11,Libero,55
550,Lindsay Berry,1989-10-20,Setter,55
551,Isabella Wilson,2003-07-09,Setter,56
552,Debra Lewis DDS,1984-09-05,Middle Blocker,56
553,Christian Henderson,1984-02-06,Setter,56
554,David Smith,1990-12-09,Libero,56
555,Marvin Bauer,2002-01-26,Setter,56
556,Marcus Garner,1987-09-07,Middle Blocker,56
557,Pam Bruce,1984-10-16,Outside Hitter,56
558,Amber Adams,2004-04-10,Opposite Hitter,56
559,George Pugh,1990-11-08,Setter,56
560,Lisa Bennett,2001-11-07,Setter,56
561,Heather Smith,1992-10-19,Outside Hitter,57
562,Christopher Lawson,1987-06-17,Middle Blocker,57
563,Michelle Turner,1989-01-13,Opposite Hitter,57
564,Nicole Taylor,1989-02-12,Libero,57
565,Diana Ford,2005-04-23,Middle Blocker,57
566,Michael Higgins,2004-07-19,Libero,57
567,Gary Jones,1992-01-14,Middle Blocker,57
568,Matthew Miller,1985-10-24,Setter,57
569,Franklin Martin,2003-08-07,Libero,57
570,Michael Holloway,1996-01-11,Libero,57
571,Sean Gregory,1989-01-08,Setter,58
572,Emily Jacobs,2005-08-09,Middle Blocker,58
573,Tina Hunt,2000-05-03,Setter,58
574,Megan Smith,2003-02-25,Opposite Hitter,58
575,Ashley Mcmillan,1995-05-19,Middle Blocker,58
576,Crystal Morrison,1984-03-01,Libero,58
577,Luis Galvan,2003-12-21,Middle Blocker,58
578,Alexis Washington,1991-02-17,Setter,58
579,Monica Burch,1992-01-13,Opposite Hitter,58
580,Christopher Martinez,2004-07-29,Libero,58
581,Jesse Page,2004-01-27,Outside Hitter,59
582,Shane Graham,1984-08-09,Libero,59
583,Jasmine Castro,1990-09-16,Libero,59
584,Michelle Delgado MD,1994-09-23,Setter,59
585,Cindy Walker,2001-06-17,Middle Blocker,59
586,Kayla Duarte,1985-12-23,Outside Hitter,59
587,Alex Hurst,1994-09-26,Libero,59
588,Nicole Davis,2002-04-27,Opposite Hitter,59
589,Stephen Olson,1996-07-13,Outside Hitter,59
590,Daniel Martinez,1989-08-10,Libero,59
591,Dr. Haley Lewis,2001-11-02,Libero,60
592,Thomas Morrison,2001-09-06,Setter,60
593,Nicholas Smith,1991-01-03,Libero,60
594,Jeremy Garza,2002-06-02,Opposite Hitter,60
595,Phillip House,2003-05-25,Libero,60
596,Paul Leonard,1990-04-24,Libero,60
597,Tyler Howe,2004-04-17,Outside Hitter,60
598,Ashley Baker,1995-08-09,Outside Hitter,60
599,John Kim,1992-03-30,Opposite Hitter,60
600,Sally Hernandez,1996-05-30,Outside Hitter,60
601,Ashley Andersen,2001-07-23,Outside Hitter,61
602,Michelle Miller MD,1991-03-08,Outside Hitter,61
603,Tina Franco,1994-07-20,Middle Blocker,61
604,Lisa Moreno,1997-12-11,Outside Hitter,61
605,Anita Perez PhD,1995-12-14,Libero,61
606,Charles Fletcher,1988-09-22,Outside Hitter,61
607,Wayne Velasquez,2000-10-31,Opposite Hitter,61
608,Jennifer Mcbride,1987-07-08,Setter,61
609,Anthony Cooper,2006-01-12,Middle Blocker,61
610,Ruth Kim,2005-05-21,Outside Hitter,61
611,Ariel Jordan,1999-03-13,Libero,62
612,John Meyers,1992-03-07,Middle Blocker,62
613,Nancy Harrell,2004-09-11,Opposite Hitter,62
614,Craig Parker,2001-10-25,Outside Hitter,62
615,Melanie Brown,1984-01-01,Setter,62
616,Nancy Oneill,1988-04-24,Setter,62
617,Jacob George,1992-01-15,Outside Hitter,62
618,Brianna Welch,1988-02-23,Setter,62
619,Natasha Ford,2004-11-11,Libero,62
620,Martin Gomez,1986-06-10,Outside Hitter,62
621,Perry Davis,1992-08-16,Outside Hitter,63
622,Kimberly Lynch,1985-03-28,Setter,63
623,Brittany Jenkins,2004-07-25,Middle Blocker,63
624,Michael Parks,1987-05-03,Outside Hitter,63
625,Jose Clarke,1988-02-11,Opposite Hitter,63
626,John Clark MD,1997-03-08,Libero,63
627,Luis Sullivan,2003-09-12,Setter,63
628,Samantha Quinn,1992-03-05,Opposite Hitter,63
629,Debra Guerra DVM,1998-01-11,Libero,63
630,Vincent Jennings,1998-04-01,Setter,63
631,Rachael Pearson,1989-01-17,Setter,64
632,Kathleen Davis,1987-10-24,Libero,64
633,Patricia Alvarado,1993-02-26,Opposite Hitter,64
634,Austin Sanchez,1995-09-26,Middle Blocker,64
635,Andrew Smith,1995-03-08,Opposite Hitter,64
636,Amy Bowman,1998-01-16,Setter,64
637,Jill Brown,1987-07-15,Outside Hitter,64
638,Seth Johnson,1990-01-11,Opposite Hitter,64
639,Wayne Rogers,1997-08-07,Opposite Hitter,64
640,Lisa Hale,1986-10-17,Outside Hitter,64
641,Heidi Schmidt,1985-08-13,Outside Hitter,65
642,Dr. Robert Christian,2006-06-03,Outside Hitter,65
643,Joseph Barnes,1983-12-27,Outside Hitter,65
644,Timothy Smith,1996-05-16,Middle Blocker,65
645,Robert Roy MD,1994-07-16,Libero,65
646,Darren Smith,1989-01-14,Setter,65
647,Sarah Harper,1992-07-25,Opposite Hitter,65
648,Franklin Harris,1986-06-11,Outside Hitter,65
649,George Ramirez,1985-05-24,Opposite Hitter,65
650,William Edwards,2002-06-06,Setter,65
651,Edgar Macdonald,1993-12-11,Opposite Hitter,66
652,Edward Lewis,1989-04-06,Middle Blocker,66
653,Adam Taylor,1999-02-25,Outside Hitter,66
654,Mario West,1990-07-14,Middle Blocker,66
655,Lindsey Baker,1988-02-16,Opposite Hitter,66
656,Christopher Daniels,1985-07-09,Opposite Hitter,66
657,Chelsea Cruz,1995-04-22,Libero,66
658,Wendy Jefferson,2000-12-27,Setter,66
659,Angela Johnson,1990-11-24,Setter,66
660,Danielle Johnson,2001-06-28,Opposite Hitter,66
661,John Campos,1987-02-24,Libero,67
662,Lisa Sims,2001-11-18,Libero,67
663,Randy Day,2001-07-08,Setter,67
664,Stephen Wright,2005-06-24,Outside Hitter,67
665,Alan Snyder,2005-04-04,Libero,67
666,Zachary Smith,1992-03-12,Middle Blocker,67
667,Alison Woods,2006-05-15,Opposite Hitter,67
668,Richard Johnson,1994-01-12,Outside Hitter,67
669,William Hernandez,1997-09-15,Libero,67
670,Casey Webster,1994-04-19,Libero,67
671,Tina Martinez,1986-04-11,Setter,68
672,Stephen Marshall,1991-09-21,Setter,68
673,Jennifer Mitchell,2004-10-07,Setter,68
674,Caitlin Sosa,2000-02-23,Outside Hitter,68
675,Darius Lee,1988-01-05,Libero,68
676,Jennifer Edwards MD,2003-08-20,Opposite Hitter,68
677,Ashley Johnson,1992-12-20,Libero,68
678,Greg Pearson,1989-06-12,Opposite Hitter,68
679,Linda Sanchez,1997-07-09,Libero,68
680,Brittany Soto,1992-09-12,Setter,68
681,Nancy Moore,1987-03-13,Setter,69
682,Dr. Jesse Williams DVM,1995-05-27,Middle Blocker,69
683,Maria Bullock,1989-09-18,Setter,69
684,Michael Webb,1987-07-19,Libero,69
685,Henry Diaz,1995-09-13,Libero,69
686,Eric Carter,1984-12-04,Setter,69
687,Paul Cuevas,2003-08-06,Libero,69
688,Carolyn Murphy,1999-10-22,Outside Hitter,69
689,Joseph Rice,1998-09-19,Outside Hitter,69
690,Jacob Richards,1984-08-25,Libero,69
691,Evan Benson,1992-01-15,Setter,70
692,Susan Underwood,1983-11-12,Libero,70
693,Kimberly Smith,1995-07-07,Middle Blocker,70
694,Derrick Pena,1991-02-08,Libero,70
695,Jeffrey Moore,1996-02-12,Outside Hitter,70
696,Ronald Middleton,1993-10-14,Libero,70
697,Natasha Kaiser,1993-10-25,Opposite Hitter,70
698,Melissa Hardy,1991-09-04,Opposite Hitter,70
699,David Farmer,1991-02-20,Libero,70
700,Jessica Griffin,1996-09-05,Middle Blocker,70
701,Robin Warren,1996-05-13,Opposite Hitter,71
702,Jerry Miller,1999-10-30,Middle Blocker,71
703,Melissa Hopkins,1996-04-11,Setter,71
704,Michael Baker,1998-04-12,Opposite Hitter,71
705,Jessica Lambert,1993-01-17,Libero,71
706,Brian Buchanan,2005-08-07,Outside Hitter,71
707,Bianca Moreno,2002-12-13,Setter,71
708,Karen Johnson,1995-10-19,Outside Hitter,71
709,Tiffany Floyd,1990-02-13,Outside Hitter,71
710,Matthew Cross,1984-05-09,Libero,71
711,Theresa Wood,1985-11-14,Setter,72
712,Timothy Nelson,2004-08-29,Middle Blocker,72
713,David Ritter,1990-12-24,Middle Blocker,72
714,Monica Powell DVM,1995-06-08,Setter,72
715,Scott Garcia,1994-06-04,Outside Hitter,72
716,Barbara Gibbs,1986-02-02,Middle Blocker,72
717,Patricia Jenkins,2002-04-09,Libero,72
718,Samantha Ford,1996-05-07,Opposite Hitter,72
719,Travis Erickson,1984-06-18,Setter,72
720,Amanda Petersen MD,1999-08-24,Outside Hitter,72
721,Robert Coleman,1999-08-28,Middle Blocker,73
722,Christian Mcdonald,1990-10-26,Libero,73
723,Christopher Jenkins,1986-03-25,Opposite Hitter,73
724,Dr. Kyle Anderson,2005-04-16,Middle Blocker,73
725,Karen Sanford,2002-01-06,Outside Hitter,73
726,Yvonne Harvey,1998-02-05,Setter,73
727,Spencer Mejia,1995-06-24,Middle Blocker,73
728,Mr. Craig Cochran,1998-02-22,Outside Hitter,73
729,Jessica Luna,1996-01-07,Libero,73
730,Tiffany French,1986-10-01,Libero,73
731,Keith Gilbert,1997-02-08,Libero,74
732,Patricia Santos,2003-10-23,Libero,74
733,Christopher Gomez,1986-04-17,Setter,74
734,Robert Lewis,1990-09-18,Outside Hitter,74
735,Tammy Cunningham,1984-03-22,Middle Blocker,74
736,Gregory Castillo,1994-01-17,Middle Blocker,74
737,Michael Coleman,1987-08-12,Middle Blocker,74
738,Gregory Smith MD,1986-07-22,Middle Blocker,74
739,Shannon Rogers,1984-01-30,Opposite Hitter,74
740,Jenny Perez,1986-07-23,Setter,74
741,Kevin Turner,1995-09-19,Opposite Hitter,75
742,Marcus Saunders,1992-02-01,Outside Hitter,75
743,Christian Martin,1992-12-24,Outside Hitter,75
744,Cynthia Wang,2003-03-31,Libero,75
745,Kimberly Mitchell,1992-04-21,Opposite Hitter,75
746,Mr. David Smith,2002-09-13,Middle Blocker,75
747,Philip Allen,1985-07-25,Middle Blocker,75
748,Eric Brown,1991-07-26,Setter,75
749,Susan Hayes,1991-02-26,Setter,75
750,David Scott,2006-01-05,Opposite Hitter,75
751,Amber Wright,1990-11-21,Setter,76
752,Robert Rollins,1995-12-15,Outside Hitter,76
753,Carla Howell,1984-02-19,Setter,76
754,Karen Serrano,2000-09-01,Opposite Hitter,76
755,Melanie Simpson,2001-07-27,Setter,76
756,Dale Harvey,1994-11-08,Setter,76
757,Jacob Wise,2000-01-22,Opposite Hitter,76
758,Helen Bell,1994-09-11,Opposite Hitter,76
759,Kevin Brown,2005-11-03,Middle Blocker,76
760,Kevin Ellis,1986-10-05,Middle Blocker,76
761,Sarah Carter,1996-09-17,Opposite Hitter,77
762,Tara Smith,2001-09-02,Opposite Hitter,77
763,Brendan Fleming,1993-02-18,Setter,77
764,Mackenzie Branch,1984-09-05,Outside Hitter,77
765,Courtney Graham,1990-12-31,Opposite Hitter,77
766,Meghan Taylor,1984-07-25,Opposite Hitter,77
767,Wendy Rivera,1985-03-31,Outside Hitter,77
768,Luke Gonzales,1989-01-06,Libero,77
769,Rodney Sampson,1996-11-22,Setter,77
770,Angela Vasquez,1987-12-03,Middle Blocker,77
771,Christopher Sweeney,1993-01-21,Libero,78
772,Wendy Harris,1991-05-29,Outside Hitter,78
773,Kristin Long,1993-10-10,Middle Blocker,78
774,Amanda Shaw,2001-05-20,Opposite Hitter,78
775,Gavin Kirk,2000-09-16,Setter,78
776,Eric Gordon,1985-12-29,Opposite Hitter,78
777,Justin Brown,1988-04-18,Middle Blocker,78
778,Deborah Hernandez,1999-01-12,Middle Blocker,78
779,Alexandra Rogers,1987-01-21,Opposite Hitter,78
780,Natasha Rodriguez,1994-11-01,Outside Hitter,78
781,Anna Campbell,2006-06-10,Middle Blocker,79
782,Jacob Harris,1993-01-27,Libero,79
783,John Jones,1997-12-31,Setter,79
784,Emily Smith,1997-06-26,Middle Blocker,79
785,Debbie Dalton,1992-11-04,Opposite Hitter,79
786,Amanda Wilson,2004-07-18,Opposite Hitter,79
787,Ronald Meyer,1983-12-16,Outside Hitter,79
788,Stephanie Beasley,1992-04-22,Opposite Hitter,79
789,Amanda Dudley,1994-12-19,Opposite Hitter,79
790,Patrick Becker,2002-10-27,Outside Hitter,79
791,Christopher Harris,2001-01-15,Middle Blocker,80
792,Angela Brown,1989-11-08,Outside Hitter,80
793,Ernest Martinez,2001-03-27,Libero,80
794,Diane Armstrong,2001-07-11,Setter,80
795,Jessica Martinez,1985-08-24,Libero,80
796,Troy Young,1988-12-13,Opposite Hitter,80
797,Sabrina Acosta,2000-03-22,Middle Blocker,80
798,Eddie Ali,2002-08-06,Middle Blocker,80
799,Alexander Clements,2001-12-13,Opposite Hitter,80
800,Christine Hall,1995-10-27,Outside Hitter,80
801,Laura Werner,1991-10-16,Outside Hitter,81
802,James Walters,1996-09-10,Libero,81
803,Mrs. Chelsea Pena MD,2005-01-08,Outside Hitter,81
804,Kenneth Juarez,2005-04-22,Outside Hitter,81
805,Jamie Harris,1984-01-19,Middle Blocker,81
806,Michael Simpson,1990-06-27,Setter,81
807,Jose Dunn DDS,1984-08-20,Libero,81
808,Dalton Monroe,1997-06-16,Opposite Hitter,81
809,William Munoz,1991-03-03,Outside Hitter,81
810,Justin Wright,2005-07-14,Outside Hitter,81
811,Michael Casey V,2001-05-02,Opposite Hitter,82
812,Robert Roth,1999-11-15,Setter,82
813,Destiny Kaufman,1991-02-19,Middle Blocker,82
814,Tracey Horn,1995-04-06,Libero,82
815,Kenneth Cross,1994-08-22,Outside Hitter,82
816,Stephen Adams,1997-08-10,Outside Hitter,82
817,Christopher Johnson,1995-12-18,Opposite Hitter,82
818,Daniel Gomez,2003-06-24,Opposite Hitter,82
819,Brady Russell,1986-02-27,Outside Hitter,82
820,Amanda Walters,2005-06-21,Libero,82
821,Alexa Figueroa,1995-09-13,Libero,83
822,Cheryl Price,2004-07-26,Opposite Hitter,83
823,Melinda Parrish,2001-10-21,Outside Hitter,83
824,Felicia Hawkins,2000-07-31,Libero,83
825,Caitlin Jones,1994-04-24,Outside Hitter,83
826,Daniel Doyle,2002-06-14,Outside Hitter,83
827,Lisa Gonzalez,1999-04-30,Middle Blocker,83
828,Karla Garner,1992-10-16,Middle Blocker,83
829,Sherry Braun,1990-12-24,Outside Hitter,83
830,Francisco Brown,2001-06-19,Libero,83
831,Robert Parker,1991-05-23,Setter,84
832,James Lee,1987-08-19,Middle Blocker,84
833,Kelly Moore,1986-07-12,Opposite Hitter,84
834,Mr. Sean Knight,2005-09-12,Setter,84
835,Maria Sullivan,1987-02-26,Setter,84
836,Sheila Castillo,1987-09-28,Outside Hitter,84
837,Vincent Arnold,2004-02-18,Setter,84
838,James Jones,1997-09-21,Setter,84
839,Karen Jordan,2003-03-15,Opposite Hitter,84
840,Krista Sexton,1986-01-31,Opposite Hitter,84
841,Dawn Johnson,1988-02-22,Outside Hitter,85
842,Katherine Brown,1996-12-22,Outside Hitter,85
843,Tony Navarro,2000-10-08,Opposite Hitter,85
844,Ashley Martinez,2000-01-28,Setter,85
845,Samuel Douglas,1994-01-30,Outside Hitter,85
846,Daniel Thompson,2003-02-08,Outside Hitter,85
847,Cindy Dominguez,1994-06-07,Setter,85
848,Samantha Brown,1997-11-11,Opposite Hitter,85
849,Antonio Sims,1995-09-17,Middle Blocker,85
850,Lisa Jackson,2003-09-04,Opposite Hitter,85
851,Douglas Ball,2001-07-13,Outside Hitter,86
852,George Medina,1996-05-01,Outside Hitter,86
853,Amanda Pugh,1983-07-05,Setter,86
854,Mary Snyder,1998-11-17,Libero,86
855,Teresa Pearson,1992-02-26,Middle Blocker,86
856,Robert Calhoun,1984-09-03,Libero,86
857,Eric Kemp,1996-04-13,Middle Blocker,86
858,Donna Lucas,2000-03-21,Libero,86
859,Kelly Wilkinson,1997-11-01,Middle Blocker,86
860,James Johnson,1990-08-02,Setter,86
861,Jennifer Jones,1986-05-02,Outside Hitter,87
862,Ronald Morgan,2001-01-22,Libero,87
863,Margaret Foster,1990-10-28,Middle Blocker,87
864,Daniel Mitchell,1986-03-01,Outside Hitter,87
865,Patricia Banks,1993-02-14,Middle Blocker,87
866,William Smith,1984-06-23,Middle Blocker,87
867,Victor Russo,2002-06-11,Middle Blocker,87
868,Jackson Davis,2005-06-18,Middle Blocker,87
869,Jason Smith,1993-11-10,Libero,87
870,Christopher Jensen,2005-02-08,Outside Hitter,87
871,Julie Gonzalez,1991-06-23,Middle Blocker,88
872,Stephanie Morris,1994-01-02,Libero,88
873,Tyler Moore,1984-09-26,Outside Hitter,88
874,Robert Martin,1987-05-07,Outside Hitter,88
875,Brent Benjamin DDS,1991-03-06,Libero,88
876,Mary Wright,1997-10-11,Outside Hitter,88
877,David Obrien,1998-10-22,Middle Blocker,88
878,Kimberly Johnson,1992-08-20,Libero,88
879,Tammy Nelson,1998-10-19,Opposite Hitter,88
880,William Spence,1994-12-14,Setter,88
881,Carlos Boyd,1992-03-18,Libero,89
882,Charles Johnson,1989-07-13,Libero,89
883,Valerie Thomas,1991-01-26,Setter,89
884,Timothy Montgomery,1994-06-30,Middle Blocker,89
885,Joseph Brandt,2001-03-11,Opposite Hitter,89
886,Sean Gonzalez DVM,1987-08-20,Libero,89
887,Marcus Gonzales,2003-07-24,Libero,89
888,Colleen Gibson,2003-12-12,Middle Blocker,89
889,Barbara Lindsey,2003-05-04,Middle Blocker,89
890,Andrea Smith,1990-06-16,Opposite Hitter,89
891,Cory Dean,1999-05-11,Setter,90
892,Andre Williams,2003-08-26,Setter,90
893,Carla Hall,1989-03-14,Opposite Hitter,90
894,Christian Smith,1990-12-21,Outside Hitter,90
895,Jeffrey Edwards,1997-12-13,Outside Hitter,90
896,Caitlin Bell,1993-02-10,Opposite Hitter,90
897,Amanda Benton,1992-02-13,Outside Hitter,90
898,Timothy Smith,1986-03-30,Outside Hitter,90
899,Robert Mcgrath,1995-06-09,Setter,90
900,Yolanda Henderson,1992-07-30,Opposite Hitter,90
901,Mary Strong,2003-10-05,Middle Blocker,91
902,Helen Evans,1984-05-30,Outside Hitter,91
903,Edward Moore,2005-03-27,Libero,91
904,William Martin,1996-05-01,Opposite Hitter,91
905,Aaron Flynn,2000-10-16,Middle Blocker,91
906,Alexander Shields,2000-09-04,Setter,91
907,Benjamin Rodriguez,1994-04-09,Libero,91
908,Matthew Andrews,1988-09-21,Outside Hitter,91
909,Johnathan Scott,1999-06-28,Libero,91
910,Bobby Case,1988-01-09,Middle Blocker,91
911,Andrew Good,2000-06-11,Opposite Hitter,92
912,Diana Russell,1990-05-06,Setter,92
913,Bryan Mullen,2000-06-23,Setter,92
914,Sandra Crawford,1993-12-18,Middle Blocker,92
915,Brandon Miller,2004-12-16,Outside Hitter,92
916,Sara Miller,1984-10-10,Libero,92
917,Crystal Owens,1997-07-03,Outside Hitter,92
918,Ariel Garcia,1986-12-02,Middle Blocker,92
919,Jodi Gilbert,2001-03-01,Opposite Hitter,92
920,Benjamin Walters,1993-07-10,Outside Hitter,92
921,Rebecca Smith,1987-04-15,Libero,93
922,Melinda Fisher,1987-03-12,Opposite Hitter,93
923,Fernando Hamilton,1989-06-26,Libero,93
924,Melissa Anderson,1987-01-06,Outside Hitter,93
925,Nicholas Garcia,1986-11-30,Middle Blocker,93
926,Jill Anthony,1989-02-12,Libero,93
927,Jennifer Green,1986-01-21,Setter,93
928,Daniel Bradley,1989-04-22,Libero,93
929,Benjamin Hall,1988-10-05,Outside Hitter,93
930,Alexandra Perez,1983-07-04,Middle Blocker,93
931,William Ross,1998-08-27,Setter,94
932,Carrie Evans,1985-05-09,Middle Blocker,94
933,Kelly Larson,2003-11-27,Middle Blocker,94
934,Erica Cruz,1983-10-15,Outside Hitter,94
935,Curtis Duke,1985-05-22,Outside Hitter,94
936,Ronald Hughes,2003-07-01,Outside Hitter,94
937,Dawn Smith,2001-03-21,Middle Blocker,94
938,Tanya Thomas,2001-05-05,Middle Blocker,94
939,Jessica Jones,1989-02-16,Middle Blocker,94
940,Keith Morgan,1993-06-12,Middle Blocker,94
941,Pamela Martinez,2005-12-02,Middle Blocker,95
942,Elizabeth Jones,1993-06-16,Setter,95
943,James Yang,1994-09-10,Libero,95
944,Hunter Banks,1988-11-10,Libero,95
945,Jonathan Simmons,2002-04-21,Setter,95
946,Austin Bradley,1985-04-18,Opposite Hitter,95
947,Gregory Green,2002-07-02,Middle Blocker,95
948,Jacob Cruz,2005-08-25,Opposite Hitter,95
949,Dawn Bright,2002-11-10,Outside Hitter,95
950,Jennifer Day,1996-02-11,Setter,95
951,Candice Charles,1984-03-15,Setter,96
952,Allison Smith,1983-09-27,Libero,96
953,Dawn Krause,1991-07-26,Opposite Hitter,96
954,Tracey Romero,1990-03-20,Libero,96
955,Dana Mann,2005-02-08,Libero,96
956,Leslie Fitzgerald,1995-01-24,Opposite Hitter,96
957,Autumn Francis,1987-12-26,Opposite Hitter,96
958,Stephanie Campbell,1992-11-16,Outside Hitter,96
959,Nicole Villarreal,1994-09-04,Middle Blocker,96
960,Mike Munoz,1994-05-16,Middle Blocker,96
961,Amanda Mendoza,1996-11-16,Outside Hitter,97
962,Mr. Richard Burke,1990-09-13,Outside Hitter,97
963,Raymond Gates,1998-06-02,Libero,97
964,Zachary Cox,2003-02-04,Setter,97
965,Michael Smith,2004-01-14,Libero,97
966,Lisa Lopez,2003-10-17,Middle Blocker,97
967,Aaron Suarez,1985-07-02,Middle Blocker,97
968,Megan Kaiser,1989-07-04,Setter,97
969,Victoria Black,1995-03-29,Setter,97
970,Richard Miller MD,1991-08-23,Libero,97
971,Nicole Foster,1997-03-25,Outside Hitter,98
972,Jeffrey Becker,2006-02-24,Opposite Hitter,98
973,Anthony Gonzalez,1994-11-25,Libero,98
974,Rachel Johnson,2005-01-12,Setter,98
975,Trevor Crawford,2001-04-24,Libero,98
976,Emily Davis,1985-09-06,Opposite Hitter,98
977,David Sanchez,1998-12-01,Outside Hitter,98
978,Anna Duncan,1998-08-17,Outside Hitter,98
979,Patricia Reyes,1990-07-01,Setter,98
980,Maria Hodge,2003-04-04,Outside Hitter,98
981,Joseph Glass,2000-06-09,Setter,99
982,Rachel Garcia,2004-06-17,Libero,99
983,Peter Costa,1988-05-27,Middle Blocker,99
984,Sharon Brown,1987-12-28,Outside Hitter,99
985,Sheryl Smith,1986-06-03,Outside Hitter,99
986,Ellen Erickson,1988-10-06,Outside Hitter,99
987,Jeffery Evans,1991-10-26,Setter,99
988,Edward Long,1988-05-06,Setter,99
989,Brandon Lopez,1996-06-12,Opposite Hitter,99
990,Ruben Hernandez,1987-02-19,Libero,99
991,Wanda Green,1993-06-04,Opposite Hitter,100
992,Robert Miller,1989-07-16,Outside Hitter,100
993,Robert Day,1988-04-25,Middle Blocker,100
994,Bianca Jennings,1995-03-28,Middle Blocker,100
995,Jeanne Dawson,1986-09-07,Opposite Hitter,100
996,Rachel Blackburn,1995-10-19,Setter,100
997,Amy Johnson,1996-11-01,Opposite Hitter,100
998,Carolyn Rogers,2003-06-03,Outside Hitter,100
999,Karen Reed,1998-01-10,Outside Hitter,100
1000,John Richardson,1984-04-17,Opposite Hitter,100
